microorganism;antibiotic
Epilithonimonas arachidiradicis;Cefoxitin
Epilithonimonas arachidiradicis;Cefprozil
Epilithonimonas arachidiradicis;Cefroxadine
Epilithonimonas arachidiradicis;Ceftazidime
Epilithonimonas arachidiradicis;Ceftezole
Epilithonimonas arachidiradicis;Ceftriaxone
Epilithonimonas arachidiradicis;Cefuroxime
Epilithonimonas arachidiradicis;Cefuroxime axetil
Epilithonimonas arachidiradicis;Cephradine
Epilithonimonas arachidiradicis;Clarithromycin
Epilithonimonas arachidiradicis;Clindamycin
Epilithonimonas arachidiradicis;Colistin
Epilithonimonas arachidiradicis;Cycloserine
Epilithonimonas arachidiradicis;Dalbavancin
Epilithonimonas arachidiradicis;Dibekacin
Epilithonimonas arachidiradicis;Dirithromycin
Epilithonimonas arachidiradicis;Ertapenem
Epilithonimonas arachidiradicis;Erythromycin
Epilithonimonas arachidiradicis;Flurithromycin
Epilithonimonas arachidiradicis;Framycetin
Epilithonimonas arachidiradicis;Fusidic acid
Epilithonimonas arachidiradicis;Gamithromycin
Epilithonimonas arachidiradicis;Gentamicin
Epilithonimonas arachidiradicis;Habekacin
Epilithonimonas arachidiradicis;Hygromycin
Epilithonimonas arachidiradicis;Imipenem
Epilithonimonas arachidiradicis;Isepamicin
Epilithonimonas arachidiradicis;Josamycin
Epilithonimonas arachidiradicis;Kanamycin
Epilithonimonas arachidiradicis;Kanamycin/cephalexin
Epilithonimonas arachidiradicis;Kitasamycin
Epilithonimonas arachidiradicis;Lincomycin
Epilithonimonas arachidiradicis;Linezolid
Epilithonimonas arachidiradicis;Loracarbef
Epilithonimonas arachidiradicis;Meleumycin
Epilithonimonas arachidiradicis;Meropenem
Epilithonimonas arachidiradicis;Micronomicin
Epilithonimonas arachidiradicis;Midecamycin
Epilithonimonas arachidiradicis;Miocamycin
Epilithonimonas arachidiradicis;Nafithromycin
Epilithonimonas arachidiradicis;Neomycin
Epilithonimonas arachidiradicis;Netilmicin
Epilithonimonas arachidiradicis;Norvancomycin
Epilithonimonas arachidiradicis;Oleandomycin
Epilithonimonas arachidiradicis;Oritavancin
Epilithonimonas arachidiradicis;Pentisomicin
Epilithonimonas arachidiradicis;Pirlimycin
Epilithonimonas arachidiradicis;Plazomicin
Epilithonimonas arachidiradicis;Polymyxin B
Epilithonimonas arachidiradicis;Pristinamycin
Epilithonimonas arachidiradicis;Propikacin
Epilithonimonas arachidiradicis;Quinupristin/dalfopristin
Epilithonimonas arachidiradicis;Ramoplanin
Epilithonimonas arachidiradicis;Ribostamycin
Epilithonimonas arachidiradicis;Rifampicin
Epilithonimonas arachidiradicis;Rokitamycin
Epilithonimonas arachidiradicis;Roxithromycin
Epilithonimonas arachidiradicis;Sisomicin
Epilithonimonas arachidiradicis;Solithromycin
Epilithonimonas arachidiradicis;Spiramycin
Epilithonimonas arachidiradicis;Streptoduocin
Epilithonimonas arachidiradicis;Streptomycin
Epilithonimonas arachidiradicis;Tedizolid
Epilithonimonas arachidiradicis;Teicoplanin
Epilithonimonas arachidiradicis;Telavancin
Epilithonimonas arachidiradicis;Telithromycin
Epilithonimonas arachidiradicis;Thiacetazone
Epilithonimonas arachidiradicis;Ticarcillin
Epilithonimonas arachidiradicis;Ticarcillin/clavulanic acid
Epilithonimonas arachidiradicis;Tildipirosin
Epilithonimonas arachidiradicis;Tilmicosin
Epilithonimonas arachidiradicis;Tobramycin
Epilithonimonas arachidiradicis;Troleandomycin
Epilithonimonas arachidiradicis;Tulathromycin
Epilithonimonas arachidiradicis;Tylosin
Epilithonimonas arachidiradicis;Tylvalosin
Epilithonimonas arachidiradicis;Vancomycin
Epilithonimonas bovis;Acetylmidecamycin
Epilithonimonas bovis;Acetylspiramycin
Epilithonimonas bovis;Amikacin
Epilithonimonas bovis;Amikacin/fosfomycin
Epilithonimonas bovis;Amoxicillin
Epilithonimonas bovis;Amoxicillin/clavulanic acid
Epilithonimonas bovis;Ampicillin
Epilithonimonas bovis;Ampicillin/sulbactam
Epilithonimonas bovis;Apramycin
Epilithonimonas bovis;Arbekacin
Epilithonimonas bovis;Astromicin
Epilithonimonas bovis;Avoparcin
Epilithonimonas bovis;Azithromycin
Epilithonimonas bovis;Aztreonam
Epilithonimonas bovis;Bekanamycin
Epilithonimonas bovis;Benzylpenicillin
Epilithonimonas bovis;Bleomycin
Epilithonimonas bovis;Cadazolid
Epilithonimonas bovis;Cefacetrile
Epilithonimonas bovis;Cefaclor
Epilithonimonas bovis;Cefadroxil
Epilithonimonas bovis;Cefalexin
Epilithonimonas bovis;Cefaloridine
Epilithonimonas bovis;Cefalotin
Epilithonimonas bovis;Cefamandole
Epilithonimonas bovis;Cefapirin
Epilithonimonas bovis;Cefatrizine
Epilithonimonas bovis;Cefazedone
Epilithonimonas bovis;Cefazolin
Epilithonimonas bovis;Cefmetazole
Epilithonimonas bovis;Cefonicid
Epilithonimonas bovis;Ceforanide
Epilithonimonas bovis;Cefotaxime
Epilithonimonas bovis;Cefotetan
Epilithonimonas bovis;Cefotiam
Epilithonimonas bovis;Cefoxitin
Epilithonimonas bovis;Cefprozil
Epilithonimonas bovis;Cefroxadine
Epilithonimonas bovis;Ceftazidime
Epilithonimonas bovis;Ceftezole
Epilithonimonas bovis;Ceftriaxone
Epilithonimonas bovis;Cefuroxime
Epilithonimonas bovis;Cefuroxime axetil
Epilithonimonas bovis;Cephradine
Epilithonimonas bovis;Clarithromycin
Epilithonimonas bovis;Clindamycin
Epilithonimonas bovis;Colistin
Epilithonimonas bovis;Cycloserine
Epilithonimonas bovis;Dalbavancin
Epilithonimonas bovis;Dibekacin
Epilithonimonas bovis;Dirithromycin
Epilithonimonas bovis;Ertapenem
Epilithonimonas bovis;Erythromycin
Epilithonimonas bovis;Flurithromycin
Epilithonimonas bovis;Framycetin
Epilithonimonas bovis;Fusidic acid
Epilithonimonas bovis;Gamithromycin
Epilithonimonas bovis;Gentamicin
Epilithonimonas bovis;Habekacin
Epilithonimonas bovis;Hygromycin
Epilithonimonas bovis;Imipenem
Epilithonimonas bovis;Isepamicin
Epilithonimonas bovis;Josamycin
Epilithonimonas bovis;Kanamycin
Epilithonimonas bovis;Kanamycin/cephalexin
Epilithonimonas bovis;Kitasamycin
Epilithonimonas bovis;Lincomycin
Epilithonimonas bovis;Linezolid
Epilithonimonas bovis;Loracarbef
Epilithonimonas bovis;Meleumycin
Epilithonimonas bovis;Meropenem
Epilithonimonas bovis;Micronomicin
Epilithonimonas bovis;Midecamycin
Epilithonimonas bovis;Miocamycin
Epilithonimonas bovis;Nafithromycin
Epilithonimonas bovis;Neomycin
Epilithonimonas bovis;Netilmicin
Epilithonimonas bovis;Norvancomycin
Epilithonimonas bovis;Oleandomycin
Epilithonimonas bovis;Oritavancin
Epilithonimonas bovis;Pentisomicin
Epilithonimonas bovis;Pirlimycin
Epilithonimonas bovis;Plazomicin
Epilithonimonas bovis;Polymyxin B
Epilithonimonas bovis;Pristinamycin
Epilithonimonas bovis;Propikacin
Epilithonimonas bovis;Quinupristin/dalfopristin
Epilithonimonas bovis;Ramoplanin
Epilithonimonas bovis;Ribostamycin
Epilithonimonas bovis;Rifampicin
Epilithonimonas bovis;Rokitamycin
Epilithonimonas bovis;Roxithromycin
Epilithonimonas bovis;Sisomicin
Epilithonimonas bovis;Solithromycin
Epilithonimonas bovis;Spiramycin
Epilithonimonas bovis;Streptoduocin
Epilithonimonas bovis;Streptomycin
Epilithonimonas bovis;Tedizolid
Epilithonimonas bovis;Teicoplanin
Epilithonimonas bovis;Telavancin
Epilithonimonas bovis;Telithromycin
Epilithonimonas bovis;Thiacetazone
Epilithonimonas bovis;Ticarcillin
Epilithonimonas bovis;Ticarcillin/clavulanic acid
Epilithonimonas bovis;Tildipirosin
Epilithonimonas bovis;Tilmicosin
Epilithonimonas bovis;Tobramycin
Epilithonimonas bovis;Troleandomycin
Epilithonimonas bovis;Tulathromycin
Epilithonimonas bovis;Tylosin
Epilithonimonas bovis;Tylvalosin
Epilithonimonas bovis;Vancomycin
Epilithonimonas caeni;Acetylmidecamycin
Epilithonimonas caeni;Acetylspiramycin
Epilithonimonas caeni;Amikacin
Epilithonimonas caeni;Amikacin/fosfomycin
Epilithonimonas caeni;Amoxicillin
Epilithonimonas caeni;Amoxicillin/clavulanic acid
Epilithonimonas caeni;Ampicillin
Epilithonimonas caeni;Ampicillin/sulbactam
Epilithonimonas caeni;Apramycin
Epilithonimonas caeni;Arbekacin
Epilithonimonas caeni;Astromicin
Epilithonimonas caeni;Avoparcin
Epilithonimonas caeni;Azithromycin
Epilithonimonas caeni;Aztreonam
Epilithonimonas caeni;Bekanamycin
Epilithonimonas caeni;Benzylpenicillin
Epilithonimonas caeni;Bleomycin
Epilithonimonas caeni;Cadazolid
Epilithonimonas caeni;Cefacetrile
Epilithonimonas caeni;Cefaclor
Epilithonimonas caeni;Cefadroxil
Epilithonimonas caeni;Cefalexin
Epilithonimonas caeni;Cefaloridine
Epilithonimonas caeni;Cefalotin
Epilithonimonas caeni;Cefamandole
Epilithonimonas caeni;Cefapirin
Epilithonimonas caeni;Cefatrizine
Epilithonimonas caeni;Cefazedone
Epilithonimonas caeni;Cefazolin
Epilithonimonas caeni;Cefmetazole
Epilithonimonas caeni;Cefonicid
Epilithonimonas caeni;Ceforanide
Epilithonimonas caeni;Cefotaxime
Epilithonimonas caeni;Cefotetan
Epilithonimonas caeni;Cefotiam
Epilithonimonas caeni;Cefoxitin
Epilithonimonas caeni;Cefprozil
Epilithonimonas caeni;Cefroxadine
Epilithonimonas caeni;Ceftazidime
Epilithonimonas caeni;Ceftezole
Epilithonimonas caeni;Ceftriaxone
Epilithonimonas caeni;Cefuroxime
Epilithonimonas caeni;Cefuroxime axetil
Epilithonimonas caeni;Cephradine
Epilithonimonas caeni;Clarithromycin
Epilithonimonas caeni;Clindamycin
Epilithonimonas caeni;Colistin
Epilithonimonas caeni;Cycloserine
Epilithonimonas caeni;Dalbavancin
Epilithonimonas caeni;Dibekacin
Epilithonimonas caeni;Dirithromycin
Epilithonimonas caeni;Ertapenem
Epilithonimonas caeni;Erythromycin
Epilithonimonas caeni;Flurithromycin
Epilithonimonas caeni;Framycetin
Epilithonimonas caeni;Fusidic acid
Epilithonimonas caeni;Gamithromycin
Epilithonimonas caeni;Gentamicin
Epilithonimonas caeni;Habekacin
Epilithonimonas caeni;Hygromycin
Epilithonimonas caeni;Imipenem
Epilithonimonas caeni;Isepamicin
Epilithonimonas caeni;Josamycin
Epilithonimonas caeni;Kanamycin
Epilithonimonas caeni;Kanamycin/cephalexin
Epilithonimonas caeni;Kitasamycin
Epilithonimonas caeni;Lincomycin
Epilithonimonas caeni;Linezolid
Epilithonimonas caeni;Loracarbef
Epilithonimonas caeni;Meleumycin
Epilithonimonas caeni;Meropenem
Epilithonimonas caeni;Micronomicin
Epilithonimonas caeni;Midecamycin
Epilithonimonas caeni;Miocamycin
Epilithonimonas caeni;Nafithromycin
Epilithonimonas caeni;Neomycin
Epilithonimonas caeni;Netilmicin
Epilithonimonas caeni;Norvancomycin
Epilithonimonas caeni;Oleandomycin
Epilithonimonas caeni;Oritavancin
Epilithonimonas caeni;Pentisomicin
Epilithonimonas caeni;Pirlimycin
Epilithonimonas caeni;Plazomicin
Epilithonimonas caeni;Polymyxin B
Epilithonimonas caeni;Pristinamycin
Epilithonimonas caeni;Propikacin
Epilithonimonas caeni;Quinupristin/dalfopristin
Epilithonimonas caeni;Ramoplanin
Epilithonimonas caeni;Ribostamycin
Epilithonimonas caeni;Rifampicin
Epilithonimonas caeni;Rokitamycin
Epilithonimonas caeni;Roxithromycin
Epilithonimonas caeni;Sisomicin
Epilithonimonas caeni;Solithromycin
Epilithonimonas caeni;Spiramycin
Epilithonimonas caeni;Streptoduocin
Epilithonimonas caeni;Streptomycin
Epilithonimonas caeni;Tedizolid
Epilithonimonas caeni;Teicoplanin
Epilithonimonas caeni;Telavancin
Epilithonimonas caeni;Telithromycin
Epilithonimonas caeni;Thiacetazone
Epilithonimonas caeni;Ticarcillin
Epilithonimonas caeni;Ticarcillin/clavulanic acid
Epilithonimonas caeni;Tildipirosin
Epilithonimonas caeni;Tilmicosin
Epilithonimonas caeni;Tobramycin
Epilithonimonas caeni;Troleandomycin
Epilithonimonas caeni;Tulathromycin
Epilithonimonas caeni;Tylosin
Epilithonimonas caeni;Tylvalosin
Epilithonimonas caeni;Vancomycin
Epilithonimonas ginsengisoli;Acetylmidecamycin
Epilithonimonas ginsengisoli;Acetylspiramycin
Epilithonimonas ginsengisoli;Amikacin
Epilithonimonas ginsengisoli;Amikacin/fosfomycin
Epilithonimonas ginsengisoli;Amoxicillin
Epilithonimonas ginsengisoli;Amoxicillin/clavulanic acid
Epilithonimonas ginsengisoli;Ampicillin
Epilithonimonas ginsengisoli;Ampicillin/sulbactam
Epilithonimonas ginsengisoli;Apramycin
Epilithonimonas ginsengisoli;Arbekacin
Epilithonimonas ginsengisoli;Astromicin
Epilithonimonas ginsengisoli;Avoparcin
Epilithonimonas ginsengisoli;Azithromycin
Epilithonimonas ginsengisoli;Aztreonam
Epilithonimonas ginsengisoli;Bekanamycin
Epilithonimonas ginsengisoli;Benzylpenicillin
Epilithonimonas ginsengisoli;Bleomycin
Epilithonimonas ginsengisoli;Cadazolid
Epilithonimonas ginsengisoli;Cefacetrile
Epilithonimonas ginsengisoli;Cefaclor
Epilithonimonas ginsengisoli;Cefadroxil
Epilithonimonas ginsengisoli;Cefalexin
Epilithonimonas ginsengisoli;Cefaloridine
Epilithonimonas ginsengisoli;Cefalotin
Epilithonimonas ginsengisoli;Cefamandole
Epilithonimonas ginsengisoli;Cefapirin
Epilithonimonas ginsengisoli;Cefatrizine
Epilithonimonas ginsengisoli;Cefazedone
Epilithonimonas ginsengisoli;Cefazolin
Epilithonimonas ginsengisoli;Cefmetazole
Epilithonimonas ginsengisoli;Cefonicid
Epilithonimonas ginsengisoli;Ceforanide
Epilithonimonas ginsengisoli;Cefotaxime
Epilithonimonas ginsengisoli;Cefotetan
Epilithonimonas ginsengisoli;Cefotiam
Epilithonimonas ginsengisoli;Cefoxitin
Epilithonimonas ginsengisoli;Cefprozil
Epilithonimonas ginsengisoli;Cefroxadine
Epilithonimonas ginsengisoli;Ceftazidime
Epilithonimonas ginsengisoli;Ceftezole
Epilithonimonas ginsengisoli;Ceftriaxone
Epilithonimonas ginsengisoli;Cefuroxime
Epilithonimonas ginsengisoli;Cefuroxime axetil
Epilithonimonas ginsengisoli;Cephradine
Epilithonimonas ginsengisoli;Clarithromycin
Epilithonimonas ginsengisoli;Clindamycin
Epilithonimonas ginsengisoli;Colistin
Epilithonimonas ginsengisoli;Cycloserine
Epilithonimonas ginsengisoli;Dalbavancin
Epilithonimonas ginsengisoli;Dibekacin
Epilithonimonas ginsengisoli;Dirithromycin
Epilithonimonas ginsengisoli;Ertapenem
Epilithonimonas ginsengisoli;Erythromycin
Epilithonimonas ginsengisoli;Flurithromycin
Epilithonimonas ginsengisoli;Framycetin
Epilithonimonas ginsengisoli;Fusidic acid
Epilithonimonas ginsengisoli;Gamithromycin
Epilithonimonas ginsengisoli;Gentamicin
Epilithonimonas ginsengisoli;Habekacin
Epilithonimonas ginsengisoli;Hygromycin
Epilithonimonas ginsengisoli;Imipenem
Epilithonimonas ginsengisoli;Isepamicin
Epilithonimonas ginsengisoli;Josamycin
Epilithonimonas ginsengisoli;Kanamycin
Epilithonimonas ginsengisoli;Kanamycin/cephalexin
Epilithonimonas ginsengisoli;Kitasamycin
Epilithonimonas ginsengisoli;Lincomycin
Epilithonimonas ginsengisoli;Linezolid
Epilithonimonas ginsengisoli;Loracarbef
Epilithonimonas ginsengisoli;Meleumycin
Epilithonimonas ginsengisoli;Meropenem
Epilithonimonas ginsengisoli;Micronomicin
Epilithonimonas ginsengisoli;Midecamycin
Epilithonimonas ginsengisoli;Miocamycin
Epilithonimonas ginsengisoli;Nafithromycin
Epilithonimonas ginsengisoli;Neomycin
Epilithonimonas ginsengisoli;Netilmicin
Epilithonimonas ginsengisoli;Norvancomycin
Epilithonimonas ginsengisoli;Oleandomycin
Epilithonimonas ginsengisoli;Oritavancin
Epilithonimonas ginsengisoli;Pentisomicin
Epilithonimonas ginsengisoli;Pirlimycin
Epilithonimonas ginsengisoli;Plazomicin
Epilithonimonas ginsengisoli;Polymyxin B
Epilithonimonas ginsengisoli;Pristinamycin
Epilithonimonas ginsengisoli;Propikacin
Epilithonimonas ginsengisoli;Quinupristin/dalfopristin
Epilithonimonas ginsengisoli;Ramoplanin
Epilithonimonas ginsengisoli;Ribostamycin
Epilithonimonas ginsengisoli;Rifampicin
Epilithonimonas ginsengisoli;Rokitamycin
Epilithonimonas ginsengisoli;Roxithromycin
Epilithonimonas ginsengisoli;Sisomicin
Epilithonimonas ginsengisoli;Solithromycin
Epilithonimonas ginsengisoli;Spiramycin
Epilithonimonas ginsengisoli;Streptoduocin
Epilithonimonas ginsengisoli;Streptomycin
Epilithonimonas ginsengisoli;Tedizolid
Epilithonimonas ginsengisoli;Teicoplanin
Epilithonimonas ginsengisoli;Telavancin
Epilithonimonas ginsengisoli;Telithromycin
Epilithonimonas ginsengisoli;Thiacetazone
Epilithonimonas ginsengisoli;Ticarcillin
Epilithonimonas ginsengisoli;Ticarcillin/clavulanic acid
Epilithonimonas ginsengisoli;Tildipirosin
Epilithonimonas ginsengisoli;Tilmicosin
Epilithonimonas ginsengisoli;Tobramycin
Epilithonimonas ginsengisoli;Troleandomycin
Epilithonimonas ginsengisoli;Tulathromycin
Epilithonimonas ginsengisoli;Tylosin
Epilithonimonas ginsengisoli;Tylvalosin
Epilithonimonas ginsengisoli;Vancomycin
Epilithonimonas hispanica;Acetylmidecamycin
Epilithonimonas hispanica;Acetylspiramycin
Epilithonimonas hispanica;Amikacin
Epilithonimonas hispanica;Amikacin/fosfomycin
Epilithonimonas hispanica;Amoxicillin
Epilithonimonas hispanica;Amoxicillin/clavulanic acid
Epilithonimonas hispanica;Ampicillin
Epilithonimonas hispanica;Ampicillin/sulbactam
Epilithonimonas hispanica;Apramycin
Epilithonimonas hispanica;Arbekacin
Epilithonimonas hispanica;Astromicin
Epilithonimonas hispanica;Avoparcin
Epilithonimonas hispanica;Azithromycin
Epilithonimonas hispanica;Aztreonam
Epilithonimonas hispanica;Bekanamycin
Epilithonimonas hispanica;Benzylpenicillin
Epilithonimonas hispanica;Bleomycin
Epilithonimonas hispanica;Cadazolid
Epilithonimonas hispanica;Cefacetrile
Epilithonimonas hispanica;Cefaclor
Epilithonimonas hispanica;Cefadroxil
Epilithonimonas hispanica;Cefalexin
Epilithonimonas hispanica;Cefaloridine
Epilithonimonas hispanica;Cefalotin
Epilithonimonas hispanica;Cefamandole
Epilithonimonas hispanica;Cefapirin
Epilithonimonas hispanica;Cefatrizine
Epilithonimonas hispanica;Cefazedone
Epilithonimonas hispanica;Cefazolin
Epilithonimonas hispanica;Cefmetazole
Epilithonimonas hispanica;Cefonicid
Epilithonimonas hispanica;Ceforanide
Epilithonimonas hispanica;Cefotaxime
Epilithonimonas hispanica;Cefotetan
Epilithonimonas hispanica;Cefotiam
Epilithonimonas hispanica;Cefoxitin
Epilithonimonas hispanica;Cefprozil
Epilithonimonas hispanica;Cefroxadine
Epilithonimonas hispanica;Ceftazidime
Epilithonimonas hispanica;Ceftezole
Epilithonimonas hispanica;Ceftriaxone
Epilithonimonas hispanica;Cefuroxime
Epilithonimonas hispanica;Cefuroxime axetil
Epilithonimonas hispanica;Cephradine
Epilithonimonas hispanica;Clarithromycin
Epilithonimonas hispanica;Clindamycin
Epilithonimonas hispanica;Colistin
Epilithonimonas hispanica;Cycloserine
Epilithonimonas hispanica;Dalbavancin
Epilithonimonas hispanica;Dibekacin
Epilithonimonas hispanica;Dirithromycin
Epilithonimonas hispanica;Ertapenem
Epilithonimonas hispanica;Erythromycin
Epilithonimonas hispanica;Flurithromycin
Epilithonimonas hispanica;Framycetin
Epilithonimonas hispanica;Fusidic acid
Epilithonimonas hispanica;Gamithromycin
Epilithonimonas hispanica;Gentamicin
Epilithonimonas hispanica;Habekacin
Epilithonimonas hispanica;Hygromycin
Epilithonimonas hispanica;Imipenem
Epilithonimonas hispanica;Isepamicin
Epilithonimonas hispanica;Josamycin
Epilithonimonas hispanica;Kanamycin
Epilithonimonas hispanica;Kanamycin/cephalexin
Epilithonimonas hispanica;Kitasamycin
Epilithonimonas hispanica;Lincomycin
Epilithonimonas hispanica;Linezolid
Epilithonimonas hispanica;Loracarbef
Epilithonimonas hispanica;Meleumycin
Epilithonimonas hispanica;Meropenem
Epilithonimonas hispanica;Micronomicin
Epilithonimonas hispanica;Midecamycin
Epilithonimonas hispanica;Miocamycin
